id,question_text,created_at
824,"내 절친에게 소개를 해준다면 누구?","2023-05-15 13:59:19"
825,"나중에 유퀴즈에서 볼 것 같은 친구 ","2023-05-15 13:59:19"
826,"한번 연애 시작하면 오래 갈 것 같은 사람은?","2023-05-15 13:59:20"
827,"내 폰 비번을 알려줄 수 있는 친구는?","2023-05-15 13:59:20"
828,"MBTI 100% N일 것 같은 사람","2023-05-15 13:59:20"
829,"누워있다 문득 생각나는 사람","2023-05-15 13:59:20"
830,"겉이 차가워도 속은 촉촉한 사람","2023-05-15 13:59:21"
831,"과즙상인 친구는?","2023-05-15 13:59:21"
832,"어떤 일로 멀어졌는데 다시 관계 회복하고 싶은 사람은?","2023-05-15 13:59:22"
833,"어산데 친해지고 싶은 친구는?","2023-05-15 13:59:22"
834,"누구에게 가장 아이스크림을 사주고 싶어?","2023-05-15 13:59:23"
835,"호그와트의 분위기가 가장 어울리는 친구는?","2023-05-15 13:59:23"
836,"카페인 없이는 못 사는 사람은?","2023-05-15 13:59:24"
837,"후드집업이 가장 잘 어울리는 사람은?","2023-05-15 13:59:24"
838,"눈이 제일 큰 사람은?","2023-05-15 13:59:25"
839,"20살때 술집에서 인기쟁이일 것 같은 사람","2023-05-15 13:59:25"
840,"이중에 계속 내눈에 보이는 사람","2023-05-15 13:59:26"
841,"지금 함께 진실게임을 하고 싶은 사람은?","2023-05-15 13:59:26"
842,"목소리가 가장 예쁜 사람","2023-05-15 13:59:27"
843,"한번 사랑에 빠지면 헤어나오지 못 할 사람은?","2023-05-15 13:59:27"
844,"다른 곳에서 마주쳤을 때 가장 반가울 것 같은 친구는?","2023-05-15 13:59:27"
845,"축구할 때 가장 멋있는 사람","2023-05-15 13:59:28"
846,"내 친구가 호감있어하는 친구는? ","2023-05-15 13:59:28"
847,"샤워할 때 노래 부를 것 같은 사람은?","2023-05-15 13:59:28"
848,"같이 있으면 빠져드는 사람은?","2023-05-15 13:59:29"
849,"제일 나랑 잘 맞을 것 같은 사람","2023-05-15 13:59:29"
850,"썸타고 싶은 사람은?","2023-05-15 13:59:30"
851,"컨버스가 잘 어울릴 것 같은 친구","2023-05-15 13:59:30"
852,"반에서 몰폰을 가장 많이 하는 사람은?","2023-05-15 13:59:30"
853,"연애할 때 제일 쿨할 것 같은 사람","2023-05-15 13:59:30"
854,"장발이 잘 어울릴 것 같은 사람은?","2023-05-15 13:59:31"
855,"내가 죽는다면 가장 먼저 장례식에 올 친구","2023-05-15 13:59:31"
856,"내가 살아가고 싶게 만드는 사람은?","2023-05-15 13:59:32"
857,"친화력이 좋을 것 같은 사람은?","2023-05-15 13:59:33"
858,"이 질문을 보고 1분 넘게 고민할 것 같은 사람은?","2023-05-15 13:59:33"
859,"후배들한테 인기가 많을 것 같은 사람은?","2023-05-15 13:59:34"
860,"선배들한테 인기가 많을 것 같은 사람은?","2023-05-15 13:59:34"
861,"가오가 제일 사는 사람은?","2023-05-15 13:59:35"
862,"뉴욕패션워크에서 기선제압할 것 같은 사람?","2023-05-15 13:59:35"
863,"가장 고백을 많이 받았을 것 같은 사람은?","2023-05-15 13:59:35"
864,"얘 괜찮다라는 생각이 한 번이라도 들었던 친구는?","2023-05-15 13:59:36"
865,"축구 G.O.A.T","2023-05-15 13:59:36"
866,"사진을 가장 잘 찍는 사람은?","2023-05-15 13:59:37"
867,"가장 분위기메이커일 것 같은 사람","2023-05-15 13:59:37"
868,"에어팟 한 쪽씩 나눠끼고 노래 듣고 싶은 사람은?","2023-05-15 13:59:37"
869,"꿈이 제일 확실해 보이는 친구는?","2023-05-15 13:59:38"
870,"부모님과 사이가 가장 좋아보이는 사람은?","2023-05-15 13:59:38"
871,"아기를 가장 잘 돌볼 것 같은 사람은?","2023-05-15 13:59:39"
872,"집에서 나오기까지 준비하는 시간이 제일 길 것 같은 사람은?","2023-05-15 13:59:40"
873,"내 모든걸 다 공개해도 괜찮을 것 같은 친구","2023-05-15 13:59:40"
874,"나 얘한테 좀 호감 있다","2023-05-15 13:59:41"
875,"알고보니 재벌 3세일 것 같은 사람은?","2023-05-15 13:59:41"
876,"모범시민상을 받을 수 있을 것 같은 사람은?","2023-05-15 13:59:41"
877,"진라면 순한맛 먹다가 매워서 울 것 같은 친구는?","2023-05-15 13:59:42"
878,"똘똘할 것 같은 사람","2023-05-15 13:59:42"
879,"웹툰 캐릭터 같은 사람","2023-05-15 13:59:43"
880,"아재개그에 미쳐있는 사람","2023-05-15 13:59:44"
881,vote,"2023-05-15 13:59:44"
882,"공포영화 보다가 팝콘 던질 것 같은 사람은?","2023-05-15 13:59:44"
883,"자기가 예쁜걸 모르는 친구는?","2023-05-15 13:59:45"
884,"수업시간에 맨날 자는데 만점 받을 것 같은 사람은?","2023-05-15 13:59:46"
885,"우리 엄마가 좋아할 것 같은 친구는?","2023-05-15 13:59:46"
886,"인스타 스토리 실수인 척 좋아요 누르고 싶은 사람","2023-05-15 13:59:46"
887,"옆에 있으면 매일 행복할 것 같은 사람","2023-05-15 13:59:47"
888,"이 사람 빼고 당신에 대한 기억을 전부 지운다면?","2023-05-15 13:59:47"
889,"본 받을 점이 많은 사람","2023-05-15 13:59:48"
890,"좋은 일을 가장 먼저 알려주고 싶은 친구","2023-05-15 13:59:48"
891,"가장 입이 무거울 것 같은 사람은?","2023-05-15 13:59:48"
892,"은근 친절한 사람은?","2023-05-15 13:59:49"
893,"토카토카 맛깔나게 출 수 있는 사람","2023-05-15 13:59:50"
894,"가장 자존감이 높을 것 같은 친구는?","2023-05-15 13:59:50"
895,"계속 말을 걸고 싶은 친구는?","2023-05-15 13:59:50"
896,"하는 말마다 너무 웃긴 것 같은 친구는?","2023-05-15 13:59:51"
897,"연인이 친구 깻잎 떼주면 서운해할 것 같은 친구!","2023-05-15 13:59:52"
898,"현재 관심있는 친구","2023-05-15 13:59:52"
899,"의외의 반전이 있던 사람은?","2023-05-15 13:59:53"
900,"나의 짝사랑 상대를 뺏어도 가장 용서가 될 것 같은 사람은?","2023-05-15 13:59:53"
901,"초긍정적인 친구는?","2023-05-15 13:59:54"
902,"다재다능한 사람은?","2023-05-15 13:59:54"
903,"다가가고 싶지만 다가가기 어려운 친구는?","2023-05-15 13:59:55"
904,"같이 있으면 시간이 빨리 가는 사람은?","2023-05-15 13:59:55"
905,"장난고백 해보고 싶은 친구","2023-05-15 13:59:56"
906,""너 납치된거야"를 듣고 가장 침착할 사람은?","2023-05-15 13:59:56"
907,"어린 시절 가장 장난꾸러기일 것 같은 사람은?","2023-05-15 13:59:57"
908,"다음 생에 얘 동생으로 태어나고 싶어!","2023-05-15 13:59:57"
909,"가장 카리스마를 가진 친구는?","2023-05-15 13:59:58"
910,"창의력이 가장 뛰어난 사람은?","2023-05-15 13:59:58"
911,"답장 속도가 가장 빠른 사람은?","2023-05-15 13:59:58"
912,"축제 때 반전 보여줄 것 같은 사람","2023-05-15 13:59:59"
913,"친구 결혼식날 울 것 같은 사람은?","2023-05-15 14:00:00"
914,"예술감각이 가장 뛰어난 친구는?","2023-05-15 14:00:00"
915,"상대가 이성으로 보여!","2023-05-15 14:00:00"
916,"전애인 SNS 몰래 염탐하다가 실수로 좋아요 누를 것 같은 사람","2023-05-15 14:00:00"
917,"최고의 남편감","2023-05-15 14:00:01"
918,"최고의 신붓감","2023-05-15 14:00:01"
919,토끼상,"2023-05-15 14:00:02"
920,강아지상,"2023-05-15 14:00:02"
921,고양이상,"2023-05-15 14:00:03"
922,엄친아/엄친딸,"2023-05-15 14:00:04"
923,"입 무거운 친구","2023-05-15 14:00:04"
924,"의외로 잘생긴 친구","2023-05-15 14:00:05"
925,"겸손 그 자체인 친구","2023-05-15 14:00:05"
926,"안경 벗은 모습을 보고 싶은 사람은?","2023-05-15 14:00:06"
927,"파란색이 잘 어울리는 사람","2023-05-15 14:00:06"
928,"빨간색이 잘 어울리는 사람","2023-05-15 14:00:06"
929,"노란색이 잘 어울리는 사람","2023-05-15 14:00:07"
930,"초록색이 잘 어울리는 사람","2023-05-15 14:00:07"
931,"보라색이 잘 어울리는 사람","2023-05-15 14:00:07"
932,"하얀색이 잘 어울리는 사람","2023-05-15 14:00:07"
933,"포기가 없는 친구는 ?","2023-05-15 14:00:08"
934,"이 네명 중에 나를 가장 잘 아는 사람은?","2023-05-15 14:00:08"
935,"미래의 자녀가 마라탕 사장이 되길 바랄 것 같은 사람","2023-05-15 14:00:08"
936,"내가 얘는 lol 이긴다","2023-05-15 14:00:08"
937,"부르면 지금 당장 달려갈 수 있는 사람","2023-05-15 14:00:09"
938,"겁이 제일 없을 것 같은 사람은?","2023-05-15 14:00:09"
939,"다음 번에도 같은 반 하고 싶은 사람","2023-05-15 14:00:10"
940,vote,"2023-05-15 14:00:10"
941,"사귀고 싶은 사람은?","2023-05-15 14:00:11"
942,"별명 부자 친구","2023-05-15 14:00:11"
943,"이 질문에 힌트 쓸 것 같은 친구","2023-05-15 14:00:11"
944,"같은 반 제일 많이 해본 친구","2023-05-15 14:00:12"
945,"지금 바로 칭찬해주고 싶은 친구 ","2023-05-15 14:00:13"
946,vote,"2023-05-15 14:00:13"
947,"가장 무해할 것 같은 사람은?","2023-05-15 14:00:14"
948,"2대2로 싸울때 필수인 친구","2023-05-15 14:00:14"
949,"노래를 가장 잘 부를 것 같은 사람은?","2023-05-15 14:00:14"
950,"키스씬이 나오는 영화를 보면 가장 부끄러워 할 것 같은 사람은?","2023-05-15 14:00:15"
951,"단발이 가장 잘 어울릴 것 같은 친구는?","2023-05-15 14:00:15"
952,"커서 러쉬에서 일할 것 같은 친구는?","2023-05-15 14:00:15"
953,"살면서 얘같은 애는 처음봤다! 싶은 친구는?","2023-05-15 14:00:16"
954,"귀엽게 생긴사람은?","2023-05-15 14:00:16"
955,"잠꼬대가 가장 심할 것 같은 사람은?","2023-05-15 14:00:17"
956,"탄산먹고 트름 잘 참을 것 같은 친구","2023-05-15 14:00:17"
957,"같이 데이트 하고 싶은 사람은?","2023-05-15 14:00:18"
958,"마스크 벗은게 더 매력적인 사람은?","2023-05-15 14:00:18"
959,"몸매가 좋은 친구는?","2023-05-15 14:00:18"
960,"가장 인싸일 것 같은 친구는?","2023-05-15 14:00:19"
961,"학교 대표 얼굴일 것 같은 사람은?","2023-05-15 14:00:19"
962,"SNS를 가장 많이 할 것 같은 사람","2023-05-15 14:00:20"
963,"날개 없는 천사일 것 같은 사람은?","2023-05-15 14:00:20"
964,"음식취향이 가장 잘 맞을 것 같은 사람은?","2023-05-15 14:00:20"
965,"친해지고 싶은 친구는?","2023-05-15 14:00:21"
966,"매일 지각할 것 같은 사람은?","2023-05-15 14:00:22"
967,"지나가다가 번호 많이 따일것 같은 사람은?","2023-05-15 14:00:22"
968,"연상이랑 만날것 같은 사람","2023-05-15 14:00:22"
969,"게임할 때 가장 진지해지는 친구","2023-05-15 14:00:23"
970,"교복을 가장 단정히 입을 것 같은 사람은?","2023-05-15 14:00:23"
971,"평생 친구하고 싶은 사람은?","2023-05-15 14:00:23"
972,"가장 집에만 있을 것 같은 사람은?","2023-05-15 14:00:24"
973,"안경이 어울리는 사람","2023-05-15 14:00:24"
974,"좋아하는 사람과 가장 잘 될 것 같은 사람은?","2023-05-15 14:00:24"
975,"단둘이 여행가고 싶은 친구는","2023-05-15 14:00:25"
976,"제일 눈치가 빠를것 같은 친구는?","2023-05-15 14:00:25"
977,"상처 잘 받을 것 같은 사람은?","2023-05-15 14:00:26"
978,"같이 콘서트 가고 싶은 사람은?","2023-05-15 14:00:26"
979,"아플 때 가장 먼저 생각나는 사람은?","2023-05-15 14:00:26"
980,"짝사랑 가장 오래 해본 것 같은 사람은?","2023-05-15 14:00:27"
981,"세상에 둘만 남는다면 같이 있고 싶은 사람은?","2023-05-15 14:00:27"
982,"같이 카페 가고 싶은 사람","2023-05-15 14:00:27"
983,"힙합 좋아할 것 같은 사람","2023-05-15 14:00:27"
984,"여기서 제일 T일 것 같은 사람은?","2023-05-15 14:00:28"
985,"전화번호 주고 싶은 사람은?","2023-05-15 14:00:28"
986,"가장 운이 좋을 것 같은 사람은?","2023-05-15 14:00:29"
987,"인간관계가 가장 좋은 사람은","2023-05-15 14:00:29"
988,"먹을거 주고 싶은 친구","2023-05-15 14:00:29"
989,"우리학교 교복이 제일 잘 어울리는 사람은?","2023-05-15 14:00:30"
990,"성인이되었을 때 가장 빨리 결혼할 것 같은 사람은?","2023-05-15 14:00:30"
991,"결혼을 가장 늦게 할 것 같은 사람은?","2023-05-15 14:00:30"
992,"게임 같이 하고 싶은 사람","2023-05-15 14:00:30"
993,"학교에서 가장 먼저 찾는 친구는?","2023-05-15 14:00:31"
994,"몸이 가장 좋을 것 같은 친구는?","2023-05-15 14:00:31"
995,"가장 맵찔이일 것 같은 사람은?","2023-05-15 14:00:32"
996,"내가 아프다고 하면 뭐라도 사서 당장 달려올 친구","2023-05-15 14:00:32"
997,"겁이 가장 많을 것 같은 사람은?","2023-05-15 14:00:33"
998,"단어선택이 고급스러운 사람은?","2023-05-15 14:00:33"
999,"얘랑 친구 아니였으면 몰래 좋아했을 것 같은 사람 ","2023-05-15 14:00:34"
1000,"힙한 매력을 가진 사람은?","2023-05-15 14:00:34"
1001,"좋아하는 사람 있을 것 같은 사람은?","2023-05-15 14:00:35"
1002,"같이 해외여행 가고 싶은 친구","2023-05-15 14:00:35"
1003,"방청소를 가장 열심히 하는 사람은?","2023-05-15 14:00:35"
1004,"귀신의 집에서 가장 먼저 울 것 같은 사람은?","2023-05-15 14:00:36"
1005,"우정보다 사랑일 것 같은 사람은?","2023-05-15 14:00:36"
1006,"보고만 있어도 기분 좋아지는 친구는?","2023-05-15 14:00:37"
1007,"편식이 가장 심할 것 같은 사람은?","2023-05-15 14:00:37"
1008,"교실에 바퀴벌레 나오면 잡아줄 것 같은 친구","2023-05-15 14:00:37"
1009,"욕 안쓸 것 같은 친구","2023-05-15 14:00:38"
1010,"수업시간에 절대 졸지 않는 친구","2023-05-15 14:00:38"
1011,"겉으로는 잘 안 친하지만 내적친밀감 높은 친구","2023-05-15 14:00:39"
1012,"나는 얘를 아는데 얘는 나를 모른다","2023-05-15 14:00:39"
1013,"가장 금사빠일 것 같은 친구는?","2023-05-15 14:00:40"
1014,"만나면 가장 편한 사람은?","2023-05-15 14:00:40"
1015,"귓속말 게임할 때 좋아하는 사람 말할 것 같은 사람!","2023-05-15 14:00:41"
1016,"잠결에 전애인한테 연락할 것 같은 사람!","2023-05-15 14:00:41"
1017,"학교에서 가장 인기가 많아보이는 사람은? ","2023-05-15 14:00:41"
1018,"가장 자주 씻을 것 같은 사람은?","2023-05-15 14:00:42"
1019,"가장 연애 하고 싶어 보이는 사람은?","2023-05-15 14:00:42"
1020,"학교갈 때 일찍 일어날 것 같은 친구","2023-05-15 14:00:43"
1021,"전화하면 시간 가는 줄 모를 것 같은 친구는?","2023-05-15 14:00:43"
1022,"아이돌 좋아할 것 같은 사람은?","2023-05-15 14:00:44"
1023,"대학교가서 과탑할 것 같은 친구는?","2023-05-15 14:00:44"
1024,"제일 아기 같은 사람은?","2023-05-15 14:00:45"
1025,"가장 성공할 것 같은 사람","2023-05-15 14:00:45"
1026,"좀비 아포칼립스에서 가장 오래 살아남을 것 같은 사람","2023-05-15 14:00:45"
1027,"학교에서 모르는 사람이 없을 것 같은 사람","2023-05-15 14:00:46"
1028,"이슬만 먹고 살 것 같은 사람","2023-05-15 14:00:46"
1029,"같이 밥먹고 싶은 사람은?","2023-05-15 14:00:46"
1030,"사진을 제일 잘 찍을 것 같은 사람은?","2023-05-15 14:00:46"
1031,"같이 세계일주 하고 싶은 사람은?","2023-05-15 14:00:47"
1032,"최고의 럭키가이는?","2023-05-15 14:00:47"
1033,"볼링 잘 칠 것 같은 사람","2023-05-15 14:00:47"
1034,"아주 착하게 생긴사람은?","2023-05-15 14:00:48"
1035,"사진빨을 잘받는 사람은?","2023-05-15 14:00:48"
1036,"부끄러움이 많아 보이는 친구","2023-05-15 14:00:49"
1037,"롯데월드 회전목마 사진 같이 찍고 싶은 사람은?","2023-05-15 14:00:49"
1038,"고양이를 가장 좋아할 것 같은 사람은?!","2023-05-15 14:00:49"
1039,"롤을 젤 잘 할 것 같은 친구는?","2023-05-15 14:00:50"
1040,"지금 가장 보고 싶은 사람","2023-05-15 14:00:50"
1041,"가장 효도할 것 같은 사람","2023-05-15 14:00:51"
1042,"제일 사랑스러운 친구는?","2023-05-15 14:00:51"
1043,"손 잡으면서 걷고 싶은 친구","2023-05-15 14:00:52"
1044,"이세상 모든걸 다 알고 있을 것 같은 사람은?","2023-05-15 14:00:52"
1045,"휴대폰에 자기를 즐겨찾기 해놓았을 것 같은 사람은?","2023-05-15 14:00:53"
1046,"졸업 후 동창회에서 청첩장 돌릴 것 같은 친구는?","2023-05-15 14:00:53"
1047,"바닷가에 같이 가고 싶은 친구","2023-05-15 14:00:54"
1048,"지금과 첫 인상이 완전히 다른 사람은?","2023-05-15 14:00:54"
1049,"혼자 잠 못잘 것 같은 사람은?","2023-05-15 14:00:55"
1050,"최근에 관심이 생긴 친구!","2023-05-15 14:00:55"
1051,"기억력이 좋은 사람","2023-05-15 14:00:55"
1052,"가장 매력적이게 생긴 사람은?","2023-05-15 14:00:56"
1053,"노래방에서 발라드만 부를 것 같은 친구","2023-05-15 14:00:56"
1054,"금사빠 일 것 같은 사람은?","2023-05-15 14:00:57"
1055,"닭다리 나눠 먹고 싶은 사람은?","2023-05-15 14:00:57"
1056,"누가봐도 우리는 환상의 MBTI 짝궁인 것 같은 사람","2023-05-15 14:00:58"
1057,"달을 보고 가장 먼저 생각나는 사람은?","2023-05-15 14:00:58"
1058,"유튜브 100만구독자 달성할 것 같은 사람은?","2023-05-15 14:00:58"
1059,"거울 보면서 나 자신에게 심취할 것 같은 사람","2023-05-15 14:00:58"
1060,"얘랑 친구하길 잘했다 싶은 친구는?","2023-05-15 14:00:59"
1061,"첫인상이 무서웠던 사람은?","2023-05-15 14:01:00"
1062,"꿈에 나오면 좋을 것 같은 사람은?","2023-05-15 14:01:01"
1063,"밤새 내 생각 할 것 같은 사람은?","2023-05-15 14:01:01"
1064,"백발이 잘 어울릴 것 같은 사람은?","2023-05-15 14:01:01"
1065,"미래에 연예인이 될 것 같은 친구는?","2023-05-15 14:01:02"
1066,"무인도에서 3박 4일동안 같이 있고 싶은 친구는?","2023-05-15 14:01:02"
1067,"기념일에 선물을 다 퍼줄 것 같은 사람은?","2023-05-15 14:01:02"
1068,"슬플 때 가장 도움이 될 것 같은 사람은?","2023-05-15 14:01:03"
1069,"터키아이스크림 못 잡을 것 같은 사람은?","2023-05-15 14:01:03"
1070,"내 결혼식 때 부케를 받았으면 하는 사람은?","2023-05-15 14:01:03"
1071,"숙제할 때 노래 들을 것 같은 사람","2023-05-15 14:01:04"
1072,"빈 말 안 할 것 같은 사람은?","2023-05-15 14:01:04"
1073,"여름과 잘 어울리는 사람은?","2023-05-15 14:01:05"
1074,"글씨를 제일 잘 쓸 것 같은 사람은?","2023-05-15 14:01:05"
1075,"제일 똑부러지는 사람은?","2023-05-15 14:01:06"
1076,"잠을 많이 잘 것 같은 사람","2023-05-15 14:01:06"
1077,"샤워 하면서 노래 부를 것 같은 친구는?","2023-05-15 14:01:06"
1078,"과자 3봉지 다 못먹을 것 같은 사람","2023-05-15 14:01:07"
1079,"졸업사진 잘 나올 것 같은 사람","2023-05-15 14:01:08"
1080,"밥 한 번 먹자 해놓고 안 먹는 사람은?","2023-05-15 14:01:08"
1081,""사랑해"를 가장 듣고 싶은 사람은?","2023-05-15 14:01:08"
1082,"업어주고 싶은 사람은?","2023-05-15 14:01:09"
1083,"눈이 높을 것 같은 사람","2023-05-15 14:01:09"
1084,"서브웨이 가서 주문 못 할 것 같은 사람","2023-05-15 14:01:10"
1085,"같이 꽃구경 가고 싶은 사람은?","2023-05-15 14:01:10"
1086,"뉴진스를 가장 좋아할 것 같은 사람은?","2023-05-15 14:01:10"
1087,"같이 인생네컷 찍고 싶은 사람은?","2023-05-15 14:01:11"
1088,"나한테 가장 도움이 될 것 같은 사람","2023-05-15 14:01:12"
1089,"같이 피시방가고 싶은 사람은?","2023-05-15 14:01:12"
1090,"뭘해도 긍정적일 것 같은 사람","2023-05-15 14:01:13"
1091,"처음만난 사람과 바로 친구 먹을 것 같은 사람","2023-05-15 14:01:13"
1092,"전남친/여친 SNS 염탐할 것 같은 사람은?","2023-05-15 14:01:14"
1093,"의외의 취미를 가지고 있을 것 같은 친구는?","2023-05-15 14:01:14"
1094,"얼죽아일 것 같은 사람은?","2023-05-15 14:01:14"
1095,"가장 줏대있는 친구는?","2023-05-15 14:01:15"
1096,"친구끼리도 예의바른 사람","2023-05-15 14:01:15"
1097,"펩시 좋아할 것 같은 사람?","2023-05-15 14:01:15"
1098,"한강가서 사진만 찍을 것 같은 사람","2023-05-15 14:01:16"
1099,"여기서 웃음이 가장 많은 친구는?","2023-05-15 14:01:16"
1100,"형제자매랑 잘 안 싸울 것 같은 사람.","2023-05-15 14:01:17"
1101,"돈 빌려줄 수 있는친구","2023-05-15 14:01:17"
1102,"파마하면 어울릴 것 같은 친구는?","2023-05-15 14:01:18"
1103,"크리스마스를 같이 보내고 싶은 친구","2023-05-15 14:01:18"
1104,"성별이 바뀐게 더 잘어울릴 것 같은 사람은?","2023-05-15 14:01:19"
1105,"전세계 사람들과 친해질 수 있을 것 같은 사람은?","2023-05-15 14:01:19"
1106,"잠옷이 제일 귀여울 것 같은 사람은?","2023-05-15 14:01:19"
1107,"졸업사진 제일 잘나올 것 같은 사람은?","2023-05-15 14:01:20"
1108,"파자마 파티를 같이 하고 싶은 사람은?","2023-05-15 14:01:20"
